row_idx,agree,action,max_pair_diff,min_q
96,0,0.0,0.10318426042795181,None
97,0,0.0,0.47760528326034546,None
98,0,0.0,0.06798140704631805,None
99,0,0.0,0.0862770825624466,None
100,0,0.0,0.12776398658752441,None
101,0,0.0,0.21166785061359406,None
102,1,0.14503151178359985,0.452359139919281,None
103,0,0.0,0.27759209275245667,None
104,0,0.0,0.2782658338546753,None
105,0,0.0,0.23493199050426483,None
106,0,0.0,0.43864208459854126,None
107,0,0.0,0.1955035924911499,None
108,1,0.26822784543037415,0.7740353941917419,None
109,0,0.0,0.5510995388031006,None
110,1,0.24367894232273102,0.5327571630477905,None
111,1,0.35737019777297974,0.9776802062988281,None
112,1,-0.18782033026218414,0.6181860566139221,None
113,0,0.0,0.6835379600524902,None
114,0,0.0,0.5013748407363892,None
115,0,0.0,0.4438754916191101,None
116,1,0.17381435632705688,0.8837306499481201,None
117,0,0.0,0.38271576166152954,None
118,0,0.0,0.37837618589401245,None
119,0,0.0,0.3526575565338135,None
120,1,0.3774217963218689,0.6984173059463501,None
121,1,0.27189525961875916,0.4987024664878845,None
122,0,0.0,0.4553282856941223,None
123,0,0.0,0.6592403650283813,None
124,0,0.0,0.7895485758781433,None
125,0,0.0,0.7719029188156128,None
126,0,0.0,0.8215973973274231,None
127,0,0.0,0.6615219116210938,None
128,0,0.0,0.7288321256637573,None
129,0,0.0,0.665927529335022,None
130,1,0.18161356449127197,0.6121043562889099,None
131,1,0.19495058059692383,0.5841113924980164,None
132,0,0.0,0.3924887180328369,None
133,0,0.0,0.5078489780426025,None
134,0,0.0,0.5561465620994568,None
135,1,0.22914783656597137,0.5480936169624329,None
136,1,0.25247037410736084,0.3606809675693512,None
137,0,0.0,0.6891536712646484,None
138,1,0.3416729271411896,0.8186535835266113,None
139,1,0.29595816135406494,0.5527486205101013,None
140,1,0.23795871436595917,0.5458486676216125,None
141,0,0.0,0.5830913782119751,None
142,1,-0.17557144165039062,0.6384006142616272,None
143,1,0.32563453912734985,0.5729851126670837,None
144,1,0.21486666798591614,0.3314969837665558,None
145,1,0.22277191281318665,0.3472994565963745,None
146,1,0.16276997327804565,0.22297973930835724,None
147,0,0.0,0.08251028507947922,None
148,0,0.0,0.17809313535690308,None
149,0,0.0,0.3184460401535034,None
150,0,0.0,0.3013575077056885,None
151,0,0.0,0.30293750762939453,None
152,1,0.18099352717399597,0.4392170310020447,None
153,1,0.28504911065101624,0.6056604385375977,None
154,0,0.0,0.20613232254981995,None
155,1,0.22008228302001953,0.32529449462890625,None
156,1,0.1343025267124176,0.10373952984809875,None
157,0,0.0,0.15603399276733398,None
158,0,0.0,0.3912571668624878,None
159,0,0.0,0.05383356660604477,None
160,0,0.0,0.05383356660604477,None
161,1,0.14720125496387482,0.37153565883636475,None
162,0,0.0,0.05383356660604477,None
163,0,0.0,0.04363343492150307,None
164,0,0.0,0.018881572410464287,None
165,1,-0.22151358425617218,0.6014603972434998,None
166,0,0.0,0.42986366152763367,None
167,0,0.0,0.01977188140153885,None
168,0,0.0,0.020357845351099968,None
169,0,0.0,0.06900180131196976,None
170,1,0.20147794485092163,0.6994553804397583,None
171,0,0.0,0.22384455800056458,None
172,0,0.0,0.29582005739212036,None
173,1,0.1731414794921875,0.30523163080215454,None
174,1,0.18245071172714233,0.30347323417663574,None
175,0,0.0,0.09536772966384888,None
176,0,0.0,0.10991256684064865,None
177,1,0.20215818285942078,0.41299548745155334,None
178,1,0.14462733268737793,0.26663872599601746,None
179,1,-0.16497620940208435,0.48932403326034546,None
180,0,0.0,0.0029903333634138107,None
181,0,0.0,0.3315548896789551,None
182,0,0.0,0.11570019274950027,None
183,1,-0.20377826690673828,0.5858423709869385,None
184,0,0.0,0.08150073140859604,None
185,0,0.0,0.3760172128677368,None
186,0,0.0,0.040990445762872696,None
187,0,0.0,0.3367031514644623,None
188,0,0.0,0.4042634069919586,None
189,0,0.0,0.06050519272685051,None
190,0,0.0,0.09696929901838303,None
191,0,0.0,0.0804935172200203,None
192,0,0.0,0.035917576402425766,None
193,0,0.0,0.06651322543621063,None
194,0,0.0,0.12704595923423767,None
195,1,0.1577838659286499,0.27142617106437683,None
196,1,0.16002455353736877,0.2785751521587372,None
197,1,0.1394982635974884,0.2395741492509842,None
198,0,0.0,0.3412165641784668,None
199,0,0.0,0.665934681892395,None
